resp.id;ques;alt;spec;vel;qual;priv;cost;choice
16;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
16;1;alt2;Codice;Lento;Sufficente;Alta;20;1
16;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
16;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
16;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
16;2;alt3;Codice;Lento;Sufficente;Alta;15;1
16;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
16;3;alt2;Content;Lento;Ottimale;Alta;15;1
16;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
16;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
16;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
16;4;alt3;Content;Veloce;Ottimale;Alta;25;1
16;5;alt1;Codice;Lento;Sufficente;Alta;25;0
16;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
16;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
16;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
16;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
16;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
16;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
16;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
16;7;alt3;Content;Veloce;Sufficente;Alta;20;1
16;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
16;8;alt2;Content;Lento;Ottimale;Alta;20;1
16;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
16;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
16;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
16;9;alt3;Content;Lento;Sufficente;Alta;15;1
16;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
16;10;alt2;Content;Lento;Ottimale;Bassa;20;0
16;10;alt3;Content;Lento;Sufficente;Alta;25;1
17;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
17;1;alt2;Codice;Lento;Sufficente;Alta;20;0
17;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
17;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
17;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
17;2;alt3;Codice;Lento;Sufficente;Alta;15;0
17;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
17;3;alt2;Content;Lento;Ottimale;Alta;15;0
17;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
17;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
17;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
17;4;alt3;Content;Veloce;Ottimale;Alta;25;0
17;5;alt1;Codice;Lento;Sufficente;Alta;25;0
17;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
17;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
17;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
17;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
17;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
17;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
17;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
17;7;alt3;Content;Veloce;Sufficente;Alta;20;0
17;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
17;8;alt2;Content;Lento;Ottimale;Alta;20;0
17;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
17;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
17;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
17;9;alt3;Content;Lento;Sufficente;Alta;15;0
17;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
17;10;alt2;Content;Lento;Ottimale;Bassa;20;0
17;10;alt3;Content;Lento;Sufficente;Alta;25;0
18;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
18;1;alt2;Codice;Lento;Sufficente;Alta;20;0
18;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
18;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
18;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
18;2;alt3;Codice;Lento;Sufficente;Alta;15;0
18;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
18;3;alt2;Content;Lento;Ottimale;Alta;15;1
18;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
18;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
18;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
18;4;alt3;Content;Veloce;Ottimale;Alta;25;0
18;5;alt1;Codice;Lento;Sufficente;Alta;25;0
18;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
18;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
18;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
18;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
18;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
18;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
18;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
18;7;alt3;Content;Veloce;Sufficente;Alta;20;0
18;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
18;8;alt2;Content;Lento;Ottimale;Alta;20;0
18;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
18;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
18;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
18;9;alt3;Content;Lento;Sufficente;Alta;15;0
18;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
18;10;alt2;Content;Lento;Ottimale;Bassa;20;0
18;10;alt3;Content;Lento;Sufficente;Alta;25;0
19;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
19;1;alt2;Codice;Lento;Sufficente;Alta;20;0
19;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
19;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
19;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
19;2;alt3;Codice;Lento;Sufficente;Alta;15;0
19;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
19;3;alt2;Content;Lento;Ottimale;Alta;15;1
19;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
19;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
19;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
19;4;alt3;Content;Veloce;Ottimale;Alta;25;0
19;5;alt1;Codice;Lento;Sufficente;Alta;25;0
19;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
19;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
19;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
19;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
19;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
19;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
19;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
19;7;alt3;Content;Veloce;Sufficente;Alta;20;1
19;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
19;8;alt2;Content;Lento;Ottimale;Alta;20;1
19;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
19;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
19;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
19;9;alt3;Content;Lento;Sufficente;Alta;15;1
19;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
19;10;alt2;Content;Lento;Ottimale;Bassa;20;0
19;10;alt3;Content;Lento;Sufficente;Alta;25;0
20;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
20;1;alt2;Codice;Lento;Sufficente;Alta;20;0
20;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
20;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
20;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
20;2;alt3;Codice;Lento;Sufficente;Alta;15;0
20;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
20;3;alt2;Content;Lento;Ottimale;Alta;15;1
20;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
20;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
20;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
20;4;alt3;Content;Veloce;Ottimale;Alta;25;1
20;5;alt1;Codice;Lento;Sufficente;Alta;25;0
20;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
20;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
20;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
20;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
20;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
20;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
20;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
20;7;alt3;Content;Veloce;Sufficente;Alta;20;0
20;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
20;8;alt2;Content;Lento;Ottimale;Alta;20;0
20;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
20;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
20;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
20;9;alt3;Content;Lento;Sufficente;Alta;15;0
20;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
20;10;alt2;Content;Lento;Ottimale;Bassa;20;1
20;10;alt3;Content;Lento;Sufficente;Alta;25;0
21;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
21;1;alt2;Codice;Lento;Sufficente;Alta;20;1
21;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
21;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
21;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
21;2;alt3;Codice;Lento;Sufficente;Alta;15;1
21;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
21;3;alt2;Content;Lento;Ottimale;Alta;15;0
21;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
21;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
21;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
21;4;alt3;Content;Veloce;Ottimale;Alta;25;0
21;5;alt1;Codice;Lento;Sufficente;Alta;25;0
21;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
21;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
21;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
21;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
21;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
21;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
21;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
21;7;alt3;Content;Veloce;Sufficente;Alta;20;1
21;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
21;8;alt2;Content;Lento;Ottimale;Alta;20;0
21;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
21;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
21;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
21;9;alt3;Content;Lento;Sufficente;Alta;15;0
21;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
21;10;alt2;Content;Lento;Ottimale;Bassa;20;1
21;10;alt3;Content;Lento;Sufficente;Alta;25;0
22;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
22;1;alt2;Codice;Lento;Sufficente;Alta;20;0
22;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
22;2;alt1;Content;Veloce;Ottimale;Bassa;25;1
22;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
22;2;alt3;Codice;Lento;Sufficente;Alta;15;0
22;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
22;3;alt2;Content;Lento;Ottimale;Alta;15;1
22;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
22;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
22;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
22;4;alt3;Content;Veloce;Ottimale;Alta;25;1
22;5;alt1;Codice;Lento;Sufficente;Alta;25;0
22;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
22;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
22;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
22;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
22;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
22;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
22;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
22;7;alt3;Content;Veloce;Sufficente;Alta;20;1
22;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
22;8;alt2;Content;Lento;Ottimale;Alta;20;1
22;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
22;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
22;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
22;9;alt3;Content;Lento;Sufficente;Alta;15;1
22;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
22;10;alt2;Content;Lento;Ottimale;Bassa;20;1
22;10;alt3;Content;Lento;Sufficente;Alta;25;0
23;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
23;1;alt2;Codice;Lento;Sufficente;Alta;20;0
23;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
23;2;alt1;Content;Veloce;Ottimale;Bassa;25;1
23;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
23;2;alt3;Codice;Lento;Sufficente;Alta;15;0
23;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
23;3;alt2;Content;Lento;Ottimale;Alta;15;1
23;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
23;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
23;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
23;4;alt3;Content;Veloce;Ottimale;Alta;25;1
23;5;alt1;Codice;Lento;Sufficente;Alta;25;0
23;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
23;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
23;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
23;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
23;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
23;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
23;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
23;7;alt3;Content;Veloce;Sufficente;Alta;20;0
23;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
23;8;alt2;Content;Lento;Ottimale;Alta;20;0
23;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
23;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
23;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
23;9;alt3;Content;Lento;Sufficente;Alta;15;0
23;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
23;10;alt2;Content;Lento;Ottimale;Bassa;20;1
23;10;alt3;Content;Lento;Sufficente;Alta;25;0
24;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
24;1;alt2;Codice;Lento;Sufficente;Alta;20;0
24;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
24;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
24;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
24;2;alt3;Codice;Lento;Sufficente;Alta;15;0
24;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
24;3;alt2;Content;Lento;Ottimale;Alta;15;1
24;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
24;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
24;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
24;4;alt3;Content;Veloce;Ottimale;Alta;25;1
24;5;alt1;Codice;Lento;Sufficente;Alta;25;0
24;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
24;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
24;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
24;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
24;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
24;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
24;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
24;7;alt3;Content;Veloce;Sufficente;Alta;20;1
24;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
24;8;alt2;Content;Lento;Ottimale;Alta;20;0
24;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
24;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
24;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
24;9;alt3;Content;Lento;Sufficente;Alta;15;1
24;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
24;10;alt2;Content;Lento;Ottimale;Bassa;20;1
24;10;alt3;Content;Lento;Sufficente;Alta;25;0
25;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
25;1;alt2;Codice;Lento;Sufficente;Alta;20;1
25;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
25;2;alt1;Content;Veloce;Ottimale;Bassa;25;1
25;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
25;2;alt3;Codice;Lento;Sufficente;Alta;15;0
25;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
25;3;alt2;Content;Lento;Ottimale;Alta;15;1
25;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
25;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
25;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
25;4;alt3;Content;Veloce;Ottimale;Alta;25;1
25;5;alt1;Codice;Lento;Sufficente;Alta;25;0
25;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
25;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
25;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
25;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
25;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
25;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
25;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
25;7;alt3;Content;Veloce;Sufficente;Alta;20;1
25;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
25;8;alt2;Content;Lento;Ottimale;Alta;20;0
25;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
25;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
25;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
25;9;alt3;Content;Lento;Sufficente;Alta;15;0
25;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
25;10;alt2;Content;Lento;Ottimale;Bassa;20;0
25;10;alt3;Content;Lento;Sufficente;Alta;25;0
26;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
26;1;alt2;Codice;Lento;Sufficente;Alta;20;0
26;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
26;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
26;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
26;2;alt3;Codice;Lento;Sufficente;Alta;15;0
26;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
26;3;alt2;Content;Lento;Ottimale;Alta;15;1
26;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
26;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
26;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
26;4;alt3;Content;Veloce;Ottimale;Alta;25;0
26;5;alt1;Codice;Lento;Sufficente;Alta;25;0
26;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
26;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
26;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
26;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
26;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
26;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
26;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
26;7;alt3;Content;Veloce;Sufficente;Alta;20;0
26;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
26;8;alt2;Content;Lento;Ottimale;Alta;20;0
26;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
26;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
26;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
26;9;alt3;Content;Lento;Sufficente;Alta;15;1
26;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
26;10;alt2;Content;Lento;Ottimale;Bassa;20;0
26;10;alt3;Content;Lento;Sufficente;Alta;25;0
27;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
27;1;alt2;Codice;Lento;Sufficente;Alta;20;0
27;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
27;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
27;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
27;2;alt3;Codice;Lento;Sufficente;Alta;15;1
27;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
27;3;alt2;Content;Lento;Ottimale;Alta;15;1
27;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
27;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
27;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
27;4;alt3;Content;Veloce;Ottimale;Alta;25;0
27;5;alt1;Codice;Lento;Sufficente;Alta;25;0
27;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
27;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
27;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
27;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
27;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
27;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
27;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
27;7;alt3;Content;Veloce;Sufficente;Alta;20;1
27;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
27;8;alt2;Content;Lento;Ottimale;Alta;20;0
27;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
27;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
27;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
27;9;alt3;Content;Lento;Sufficente;Alta;15;1
27;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
27;10;alt2;Content;Lento;Ottimale;Bassa;20;0
27;10;alt3;Content;Lento;Sufficente;Alta;25;0
28;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
28;1;alt2;Codice;Lento;Sufficente;Alta;20;0
28;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
28;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
28;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
28;2;alt3;Codice;Lento;Sufficente;Alta;15;0
28;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
28;3;alt2;Content;Lento;Ottimale;Alta;15;0
28;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
28;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
28;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
28;4;alt3;Content;Veloce;Ottimale;Alta;25;0
28;5;alt1;Codice;Lento;Sufficente;Alta;25;0
28;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
28;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
28;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
28;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
28;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
28;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
28;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
28;7;alt3;Content;Veloce;Sufficente;Alta;20;0
28;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
28;8;alt2;Content;Lento;Ottimale;Alta;20;0
28;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
28;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
28;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
28;9;alt3;Content;Lento;Sufficente;Alta;15;0
28;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
28;10;alt2;Content;Lento;Ottimale;Bassa;20;0
28;10;alt3;Content;Lento;Sufficente;Alta;25;0
29;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
29;1;alt2;Codice;Lento;Sufficente;Alta;20;0
29;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
29;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
29;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
29;2;alt3;Codice;Lento;Sufficente;Alta;15;0
29;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
29;3;alt2;Content;Lento;Ottimale;Alta;15;1
29;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
29;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
29;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
29;4;alt3;Content;Veloce;Ottimale;Alta;25;0
29;5;alt1;Codice;Lento;Sufficente;Alta;25;0
29;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
29;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
29;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
29;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
29;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
29;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
29;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
29;7;alt3;Content;Veloce;Sufficente;Alta;20;0
29;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
29;8;alt2;Content;Lento;Ottimale;Alta;20;0
29;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
29;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
29;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
29;9;alt3;Content;Lento;Sufficente;Alta;15;1
29;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
29;10;alt2;Content;Lento;Ottimale;Bassa;20;1
29;10;alt3;Content;Lento;Sufficente;Alta;25;0
30;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
30;1;alt2;Codice;Lento;Sufficente;Alta;20;1
30;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
30;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
30;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
30;2;alt3;Codice;Lento;Sufficente;Alta;15;1
30;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
30;3;alt2;Content;Lento;Ottimale;Alta;15;0
30;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
30;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
30;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
30;4;alt3;Content;Veloce;Ottimale;Alta;25;0
30;5;alt1;Codice;Lento;Sufficente;Alta;25;0
30;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
30;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
30;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
30;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
30;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
30;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
30;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
30;7;alt3;Content;Veloce;Sufficente;Alta;20;0
30;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
30;8;alt2;Content;Lento;Ottimale;Alta;20;0
30;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
30;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
30;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
30;9;alt3;Content;Lento;Sufficente;Alta;15;0
30;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
30;10;alt2;Content;Lento;Ottimale;Bassa;20;0
30;10;alt3;Content;Lento;Sufficente;Alta;25;1
31;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
